posting_title,price,rooms,sqm,toilets,floor,link,location,city
"Appartamento ottimo stato, secondo piano, Africano - Villa Chigi, Roma",3300.0,5,206.0,2,na,"('https://www.immobiliare.it/annunci/104563507/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via delle Tre Madonne ,, Parioli, Roma",1200.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/103232382/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento largo Tenente Bellini, Parioli, Roma",3000.0,5,150.0,2,na,"('https://www.immobiliare.it/annunci/80987907/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale ottimo stato, piano terra, Parioli, Roma",2000.0,4,165.0,na,na,"('https://www.immobiliare.it/annunci/103843795/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via di San Valentino, Parioli, Roma",1000.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/104135845/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico piazza Fiume, Salario - Porta Pia, Roma",2100.0,2,92.0,1,na,"('https://www.immobiliare.it/annunci/104440027/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico piazza Fiume, Salario - Porta Pia, Roma",2100.0,2,92.0,1,na,"('https://www.immobiliare.it/annunci/104440131/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale ottimo stato, Euclide, Roma",1500.0,2,70.0,2,na,"('https://www.immobiliare.it/annunci/103005418/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Salaria 312, Trieste - Coppedè, Roma",700.0,na,35.0,1,na,"('https://www.immobiliare.it/annunci/104620863/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,29000.0,5+,8000.0,3+,na,"('https://www.immobiliare.it/annunci/85768196/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento piazza delle Muse, Parioli, Roma",,5+,330.0,3+,na,"('https://www.immobiliare.it/annunci/103230454/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale Lungotevere Flaminio, Flaminio, Roma",1900.0,4,130.0,3,na,"('https://www.immobiliare.it/annunci/104307851/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento ottimo stato, sesto piano, Pinciano - Villa Ada, Roma",,5,150.0,3,na,"('https://www.immobiliare.it/annunci/89088031/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Flaminia 293, Flaminio, Roma",1650.0,na,50.0,na,na,"('https://www.immobiliare.it/annunci/104577243/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,45000.0,5+,3100.0,3+,na,"('https://www.immobiliare.it/annunci/72942190/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,10500.0,5+,500.0,3+,na,"('https://www.immobiliare.it/annunci/69468052/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare, ottimo stato, 360 m², Flaminio, Roma",,5+,360.0,3+,na,"('https://www.immobiliare.it/annunci/75689554/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico ottimo stato, 335 m², Pinciano - Villa Ada, Roma",9500.0,5+,335.0,3,na,"('https://www.immobiliare.it/annunci/101995678/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento buono stato, secondo piano, Parioli, Roma",900.0,5+,190.0,3,na,"('https://www.immobiliare.it/annunci/101823734/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Enrico Petrella 4, Pinciano - Villa Ada, Roma",2200.0,3,80.0,2,na,"('https://www.immobiliare.it/annunci/101365627/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Archimede, Euclide, Roma",2500.0,4,150.0,na,na,"('https://www.immobiliare.it/annunci/102040048/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare, ottimo stato, 325 m², Parioli, Roma",10000.0,5+,325.0,3+,na,"('https://www.immobiliare.it/annunci/98194544/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Villa unifamiliare via Giovanni Battista Pergolesi, Parioli, Roma",16000.0,5+,1800.0,3+,na,"('https://www.immobiliare.it/annunci/76319992/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,29000.0,5+,4000.0,3+,na,"('https://www.immobiliare.it/annunci/93139024/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale secondo piano, Parioli, Roma",,2,,1,na,"('https://www.immobiliare.it/annunci/104269743/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale ottimo stato, Pinciano - Villa Ada, Roma",2100.0,4,120.0,2,na,"('https://www.immobiliare.it/annunci/78322489/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale viale del Vignola, Flaminio, Roma",2500.0,na,70.0,na,na,"('https://www.immobiliare.it/annunci/104633991/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento via Salaria, Pinciano - Villa Ada, Roma",1890.0,na,,na,na,"('https://www.immobiliare.it/annunci/104696029/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,,5+,1600.0,3+,na,"('https://www.immobiliare.it/annunci/95914544/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,,na,950.0,na,na,"('https://www.immobiliare.it/annunci/66462737/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento viale Bruno Buozzi 62, Euclide, Roma",4500.0,5+,170.0,2,na,"('https://www.immobiliare.it/annunci/93676262/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Monolocale via Archimede 67, Euclide, Roma",1000.0,na,50.0,1,na,"('https://www.immobiliare.it/annunci/103819443/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via Claudio Monteverdi 20, Pinciano - Villa Ada, Roma",3000.0,3,80.0,2,na,"('https://www.immobiliare.it/annunci/102891272/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Salaria 300, Trieste - Coppedè, Roma",2000.0,4,100.0,2,na,"('https://www.immobiliare.it/annunci/102069416/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Cavalier d'Arpino, Parioli, Roma",2500.0,4,107.0,2,na,"('https://www.immobiliare.it/annunci/102611086/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale viale del Vignola 5, Flaminio, Roma",1600.0,3,95.0,2,na,"('https://www.immobiliare.it/annunci/104481933/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Filippo Civinini, Euclide, Roma",1200.0,3,85.0,1,na,"('https://www.immobiliare.it/annunci/95426204/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Trilocale via Guglielmo Calderini 68, Flaminio, Roma",1550.0,3,95.0,2,na,"('https://www.immobiliare.it/annunci/92219790/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
Palazzo - Edificio in Affitto,1850.0,3,85.0,1,na,"('https://www.immobiliare.it/annunci/85454322/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Giambattista Vico 20, Flaminio, Roma",2500.0,2,85.0,1,na,"('https://www.immobiliare.it/annunci/102161280/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale viale Liegi 33, Pinciano - Villa Ada, Roma",,2,60.0,1,na,"('https://www.immobiliare.it/annunci/99709258/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Attico via Sicilia 186, Vittorio Veneto, Roma",2100.0,3,85.0,1,na,"('https://www.immobiliare.it/annunci/85286199/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Open space via Barnaba Tortolini 19, Euclide, Roma",1500.0,2,60.0,1,na,"('https://www.immobiliare.it/annunci/85446276/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Appartamento viale Parioli 120, Parioli, Roma",3600.0,5,160.0,2,na,"('https://www.immobiliare.it/annunci/92868286/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale viale Bruno Buozzi, Parioli, Roma",1200.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/100486130/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale via Ruggero Fauro 112, Parioli, Roma",2200.0,4,120.0,2,na,"('https://www.immobiliare.it/annunci/103227106/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Quadrilocale viale del Vignola 13, Flaminio, Roma",1700.0,4,125.0,2,na,"('https://www.immobiliare.it/annunci/104580773/', 'Parioli, Flaminio')","Parioli, Flaminio",Roma
"Bilocale via Ghisalba, Labaro, Roma",750.0,2,48.0,1,na,"('https://www.immobiliare.it/annunci/104533115/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Open space via Giuseppe Prinotti 42, Prima Porta, Roma",800.0,3,69.0,1,na,"('https://www.immobiliare.it/annunci/103749746/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Villa unifamiliare, ottimo stato, 370 m², Valle Muricana, Roma",2000.0,5+,370.0,3+,na,"('https://www.immobiliare.it/annunci/104393293/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Rubra 38, Labaro, Roma",750.0,2,50.0,1,na,"('https://www.immobiliare.it/annunci/104667579/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Villa bifamiliare via Dolzago 83, Valle Muricana, Roma",1150.0,4,180.0,2,na,"('https://www.immobiliare.it/annunci/103561814/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Trilocale via Montefiorino 48, Labaro, Roma",750.0,3,80.0,1,na,"('https://www.immobiliare.it/annunci/75961144/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Trilocale via Cernobbio, Labaro, Roma",750.0,3,75.0,1,na,"('https://www.immobiliare.it/annunci/64032462/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Appartamento via Costantiniana, Labaro, Roma",1250.0,5,100.0,2,na,"('https://www.immobiliare.it/annunci/46292327/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Trilocale via Trasaghis, Labaro, Roma",1200.0,3,100.0,1,na,"('https://www.immobiliare.it/annunci/104538699/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Livigno, Valle Muricana, Roma",800.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/104565209/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Villa bifamiliare via di Valle Muricana 926, Tiberina, Roma",2000.0,5,200.0,3,na,"('https://www.immobiliare.it/annunci/103419616/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Trilocale via di Valle Muricana, Prima Porta, Roma",650.0,3,60.0,1,na,"('https://www.immobiliare.it/annunci/99871642/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Villa bifamiliare via della Giustiniana, Prima Porta, Roma",6500.0,5+,450.0,3+,na,"('https://www.immobiliare.it/annunci/98499902/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Villa unifamiliare via di Prima Porta, Prima Porta, Roma",5000.0,5+,300.0,3,na,"('https://www.immobiliare.it/annunci/104692897/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Trilocale via della Stazione di Prima Porta 59, Prima Porta, Roma",750.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104676297/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Rubra, Labaro, Roma",650.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/104687617/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Loft via Zavattarello, Valle Muricana, Roma",380.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/98535796/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Tiberina, Prima Porta, Roma",450.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104624641/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Tiberina, Prima Porta, Roma",450.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104614897/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Tiberina, Prima Porta, Roma",450.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104615891/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Tiberina, Prima Porta, Roma",450.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104614719/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Tiberina, Prima Porta, Roma",450.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104640135/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Trilocale via Costantiniana, Labaro, Roma",1200.0,3,100.0,2,na,"('https://www.immobiliare.it/annunci/103018146/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Villa plurifamiliare, ottimo stato, 212 m², Valle Muricana, Roma",1350.0,4,212.0,2,na,"('https://www.immobiliare.it/annunci/93558828/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Villa a schiera via di Valle Muricana, Prima Porta, Roma",2200.0,5+,290.0,3+,na,"('https://www.immobiliare.it/annunci/103191902/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Tiberina, Prima Porta, Roma",450.0,2,30.0,1,na,"('https://www.immobiliare.it/annunci/104660251/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Appartamento in villa via della Giustiniana, Prima Porta, Roma",1800.0,4,140.0,2,na,"('https://www.immobiliare.it/annunci/104056135/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Appartamento in villa via della Giustiniana, Prima Porta, Roma",1800.0,4,140.0,2,na,"('https://www.immobiliare.it/annunci/103892775/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via di Valle Muricana, Prima Porta, Roma",550.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/103918269/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Frassineto, Labaro, Roma",500.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/102811730/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Poggio Rusco, Valle Muricana, Roma",550.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/104439853/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Trilocale via Visano, Valle Muricana, Roma",750.0,3,70.0,1,na,"('https://www.immobiliare.it/annunci/104389795/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Monolocale via Tiberina, Prima Porta, Roma",400.0,na,35.0,1,na,"('https://www.immobiliare.it/annunci/104679291/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Roverbella, Labaro, Roma",570.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/103923507/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Rubra, Labaro, Roma",850.0,2,70.0,1,na,"('https://www.immobiliare.it/annunci/104480259/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Monolocale via Capralba 36, Valle Muricana, Roma",250.0,na,20.0,1,na,"('https://www.immobiliare.it/annunci/99298872/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Villa a schiera via Pedrengo, Valle Muricana, Roma",980.0,3,100.0,2,na,"('https://www.immobiliare.it/annunci/104253427/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Appartamento via Saronno 74, Prima Porta, Roma",600.0,na,37.0,1,na,"('https://www.immobiliare.it/annunci/104328479/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Trilocale via Galbiate, Labaro, Roma",840.0,3,68.0,1,na,"('https://www.immobiliare.it/annunci/98183888/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Open space via della Giustiniana 203, Prima Porta, Roma",1150.0,2,110.0,1,na,"('https://www.immobiliare.it/annunci/96766464/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Poggio Rusco 24, Valle Muricana, Roma",550.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/104414605/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Monolocale via di Santa Cornelia, Valle Muricana, Roma",550.0,na,40.0,1,na,"('https://www.immobiliare.it/annunci/101738019/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Open space via Costantiniana 69, Labaro, Roma",450.0,na,35.0,1,na,"('https://www.immobiliare.it/annunci/86038504/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Bilocale via Poggio Rusco 7, Valle Muricana, Roma",560.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/87537388/', 'Labaro, Prima Porta, Valle Muricana')","Labaro, Prima Porta, Valle Muricana",Roma
"Attico via Aventina, 0, San Saba - Caracalla, Roma",5000.0,5+,260.0,3,na,"('https://www.immobiliare.it/annunci/104615541/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Villa unifamiliare via Odoardo Beccari, San Saba - Caracalla, Roma",13500.0,5+,789.0,3+,na,"('https://www.immobiliare.it/annunci/69247484/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Bilocale viale Marco Polo, San Saba - Caracalla, Roma",950.0,2,65.0,1,na,"('https://www.immobiliare.it/annunci/104442325/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Attico piazza Albania, Aventino, Roma",6300.0,3,135.0,3,na,"('https://www.immobiliare.it/annunci/99938060/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Bilocale piazza Albania, Aventino, Roma",1900.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/104263709/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Quadrilocale via Oddone di Cluny 14, Aventino, Roma",3500.0,4,162.0,3,na,"('https://www.immobiliare.it/annunci/98249418/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Appartamento via Oddone di Cluny 14, Aventino, Roma",3800.0,5+,268.0,3,na,"('https://www.immobiliare.it/annunci/102654454/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Quadrilocale via di Santa Melania 3, Aventino, Roma",4500.0,4,165.0,3,na,"('https://www.immobiliare.it/annunci/74598642/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Appartamento via Icilio, Aventino, Roma",5000.0,5+,212.0,2,na,"('https://www.immobiliare.it/annunci/103716322/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Appartamento via dei Fienili 42, Aventino, Roma",6000.0,5,250.0,3+,na,"('https://www.immobiliare.it/annunci/103832281/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Trilocale viale Marco Polo 88, San Saba - Caracalla, Roma",1500.0,3,103.0,2,na,"('https://www.immobiliare.it/annunci/104534443/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Bilocale via dei Cerchi 45, Aventino, Roma",1200.0,2,40.0,1,na,"('https://www.immobiliare.it/annunci/88021175/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Attico via di Sant'Anselmo, Aventino, Roma",1500.0,na,60.0,1,na,"('https://www.immobiliare.it/annunci/104709527/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Villa unifamiliare via Odoardo Beccari 9, San Saba - Caracalla, Roma",13000.0,5+,860.0,3+,na,"('https://www.immobiliare.it/annunci/100785033/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Trilocale via Costantino Beltrami 15, San Saba - Caracalla, Roma",1100.0,3,65.0,1,na,"('https://www.immobiliare.it/annunci/103068520/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Bilocale piazza Albania 35, Aventino, Roma",2000.0,2,55.0,1,na,"('https://www.immobiliare.it/annunci/103328866/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Bilocale piazza Albania 35, Aventino, Roma",1900.0,2,59.0,1,na,"('https://www.immobiliare.it/annunci/91021844/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
"Quadrilocale via Pirro Ligorio, San Saba - Caracalla, Roma",2500.0,4,151.0,3,na,"('https://www.immobiliare.it/annunci/99402290/', 'Aventino, San Saba, Caracalla')","Aventino, San Saba, Caracalla",Roma
